N_TRA,P7_2,P7_3,P7_4_01,P7_4_02,P7_4_03,P7_4_04,P7_4_05,P7_4_06,P7_4_07,P7_4_08,P7_4_09,P7_4_10,P7_5C_D,P7_5D_H,P7_5D_M,tiempo,P7_6,P7_7,P7_8,P7_9,P7_10,P7_11,P7_12,P7_12A,UPM_DIS,FAC_TRA
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,3,3,2,1,1,0,1,30,90,2,2,1,1,2,NA,3,7,4029,762
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,3,2,1,2,2,0,5,0,300,4,5,1,1,2,NA,3,7,4029,381
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,4,4,1,NA,1,2,NA,NA,1,10,4030,1801
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,2,0,120,1,1,1,2,NA,NA,1,10,4030,164
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,20,20,2,2,1,2,NA,NA,2,9,4030,3603
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,4030,328
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,5,5,2,NA,1,2,NA,NA,2,8,4030,3603
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,2,0,120,4,4,1,2,NA,NA,2,8,4030,328
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,1,30,90,2,2,1,2,NA,NA,2,8,4030,328
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,2,0,120,2,3,1,2,NA,NA,2,8,4030,3603
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,1,1,0,3,0,180,5,4,1,2,NA,NA,4,4,4031,344
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,3,4,1,2,NA,NA,3,7,4031,1549
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,15,15,2,3,1,2,NA,NA,2,9,4031,3443
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,40,40,2,2,1,2,NA,NA,2,8,4031,1377
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,8,4031,689
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,1,3,3,2,1,2,0,3,0,180,5,5,1,1,2,NA,2,8,4032,536
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,4032,536
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,8,4032,7142
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,20,20,2,2,1,2,NA,NA,2,9,4033,6240
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,9,4033,3120
7,60,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,3,3,1,2,2,0,3,0,180,5,6,2,1,2,NA,6,1,4033,9360
21,60,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,3,3,2,2,2,0,4,0,240,2,2,1,2,NA,NA,1,10,4033,624
21,60,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,3,2,2,2,0,5,0,300,2,2,1,2,NA,NA,2,8,4033,624
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,9,4033,9360
2,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,8,4033,10296
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,40,40,2,2,1,2,NA,NA,2,8,4033,936
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,0,60,4,2,1,2,NA,NA,2,8,4033,936
4,48,"Módulos, clínicas u oficinas temporales o móviles",1,2,1,1,2,1,1,2,1,1,0,0,40,40,6,5,2,1,2,NA,6,1,4034,735
5,48,"Módulos, clínicas u oficinas temporales o móviles",1,2,2,1,2,1,1,1,2,1,0,3,0,180,6,6,1,1,2,NA,5,2,4034,1471
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,10,10,2,1,1,2,NA,NA,2,9,4034,5393
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,2,0,120,3,3,1,1,2,NA,3,7,4034,1471
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,5,5,1,NA,1,2,NA,NA,1,10,4034,2696
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,4034,490
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,4034,1471
2,48,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,2,2,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,9,4034,7354
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,2,2,2,1,2,2,2,0,3,0,180,5,2,1,2,NA,NA,3,7,4034,735
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,2,2,2,1,2,2,1,0,4,0,240,5,2,2,2,NA,NA,2,8,4034,735
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,2,2,2,2,2,0,0,2,2,2,2,1,2,NA,NA,1,10,4035,15243
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,2,2,2,2,2,0,0,30,30,1,1,1,2,NA,NA,1,10,4035,462
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,2,2,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,4036,716
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,2,2,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,4036,716
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,2,2,2,0,2,0,120,2,2,1,2,NA,NA,1,10,4036,477
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,1,2,2,2,1,2,1,0,1,0,60,5,5,2,2,NA,NA,4,5,4037,6196
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,10,10,1,NA,1,2,NA,NA,2,9,4037,12393
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,1,2,2,2,2,2,2,0,0,20,20,1,2,1,2,NA,NA,2,8,4037,1127
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,1,1,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,4037,1127
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,10,10,1,NA,1,2,NA,NA,1,10,4038,7584
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,1,2,2,2,0,0,46,46,2,1,1,2,NA,NA,2,9,4038,15168
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,1,2,2,0,0,6,6,1,1,1,2,NA,NA,1,10,4038,1379
19,48,Líneas de atención telefónica,3,3,3,3,3,1,3,3,3,3,0,0,11,11,6,6,2,1,2,NA,6,1,4038,1379
19,48,Líneas de atención telefónica,3,3,3,3,3,9,3,3,3,3,0,0,20,20,6,6,2,1,2,NA,6,1,4038,1379
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,2,2,2,2,2,0,0,16,16,1,1,1,2,NA,NA,1,10,4038,345
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,15,15,2,2,1,2,NA,NA,2,8,4038,689
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,15,15,2,2,2,1,2,NA,3,6,4038,689
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,1,0,60,1,1,1,2,NA,NA,1,10,4039,5097
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,1,30,90,1,1,1,2,NA,NA,1,10,4039,3707
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,2,0,120,1,1,1,2,NA,NA,1,10,4039,772
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,30,30,1,1,1,2,NA,NA,1,10,4039,772
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,4,0,240,1,1,1,2,NA,NA,1,10,4039,772
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,30,30,1,1,1,2,NA,NA,1,10,4039,463
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,9,4039,2549
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,3,0,180,6,6,1,1,2,NA,6,1,4039,6951
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,1,2,2,2,2,1,0,1,0,60,2,2,1,1,2,NA,2,9,4039,1390
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,2,2,2,1,1,0,9,0,540,6,6,1,1,2,NA,6,1,4039,695
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,1,2,0,1,0,60,2,1,1,2,NA,NA,1,10,4039,695
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,9,4039,695
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,9,4039,4634
2,48,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,2,2,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,8,4039,927
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,2,2,1,0,1,0,60,6,6,1,2,NA,NA,6,1,4039,1853
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,1,2,2,2,2,2,0,1,0,60,6,6,1,2,NA,NA,6,1,4039,1853
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,2,2,2,0,0,45,45,6,5,1,2,NA,NA,5,2,4039,1853
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,8,4039,463
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,9,4040,4724
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,2,2,2,2,2,2,2,0,3,0,180,6,6,1,2,NA,NA,6,1,4040,859
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,9,4040,2863
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,8,4040,2863
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,8,4040,2863
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,1,2,2,2,2,2,2,2,0,2,0,120,2,2,1,2,NA,NA,2,8,4040,429
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,2,0,120,2,2,1,2,NA,NA,2,8,4040,429
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,2,0,0,5,5,5,5,2,1,2,NA,5,2,4040,716
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,2,0,2,0,120,3,3,1,1,2,NA,3,6,4040,716
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,2,0,2,0,120,3,3,1,1,2,NA,3,7,4040,716
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,1,3,3,3,0,0,30,30,3,NA,1,1,2,NA,3,6,4040,4294
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,9,4040,429
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,10,10,2,NA,1,2,NA,NA,2,9,4040,6441
7,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,2,0,0,10,10,2,2,1,2,NA,NA,2,8,4040,644
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,1,2,2,2,2,2,0,5,0,300,4,4,1,1,2,NA,4,5,4041,754
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,4041,2514
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,3,3,1,1,1,2,NA,NA,1,10,4041,2012
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,20,20,1,1,1,2,NA,NA,1,10,4041,503
2,48,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,2,2,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,8,4041,7543
2,48,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,2,2,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,9,4041,2012
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,10,10,1,1,1,2,NA,NA,1,10,4042,2506
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,2,2,2,0,0,20,20,3,2,1,2,NA,NA,2,9,4042,2278
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,25,25,2,2,1,2,NA,NA,2,9,4042,228
9,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,1,3,3,3,0,0,40,40,2,NA,1,2,NA,NA,2,9,4042,228
2,48,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,3,3,2,2,2,0,0,5,5,2,2,1,2,NA,NA,2,8,4043,1303
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,30,30,2,2,1,2,NA,NA,1,10,4043,130
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,2,2,2,NA,1,2,NA,NA,1,10,4043,2605
2,51,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,3,3,2,2,2,0,0,3,3,2,1,1,2,NA,NA,2,8,4043,782
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,5,5,1,2,1,2,NA,NA,4,5,4043,261
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,6,6,2,3,2,1,2,NA,4,5,4043,261
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,3,0,0,5,5,4,4,2,1,2,NA,4,5,4043,261
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,15,15,2,2,1,2,NA,NA,2,9,4044,2114
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,4044,576
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,9,4044,192
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,2,2,2,0,3,0,180,3,3,1,2,NA,NA,6,1,4044,384
2,48,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,2,2,2,2,2,0,0,10,10,2,2,1,2,NA,NA,2,9,4044,769
19,48,Líneas de atención telefónica,3,3,3,3,3,1,3,3,3,3,0,0,8,8,6,6,2,1,2,NA,6,1,4044,192
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,1,1,0,0,15,15,2,2,1,2,NA,NA,2,8,4044,3075
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,1,2,2,2,2,2,0,0,30,30,3,3,1,2,NA,NA,3,7,4044,384
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,1,2,2,2,2,2,2,2,0,1,0,60,3,2,1,2,NA,NA,2,8,4044,384
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,10,10,1,1,1,2,NA,NA,1,10,4045,11998
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,1,8,68,1,1,1,2,NA,NA,1,10,4045,5999
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,1,2,0,0,30,30,3,3,1,2,NA,NA,3,6,4046,1718
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,10,10,1,1,1,2,NA,NA,1,10,4046,3779
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,10,10,1,1,1,2,NA,NA,1,10,4046,344
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,10,10,1,1,1,2,NA,NA,1,10,4046,344
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,10,10,1,1,1,2,NA,NA,1,10,4046,344
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,5,5,2,1,1,2,NA,NA,2,9,4046,344
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,20,20,2,2,1,2,NA,NA,2,9,4046,172
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,5,5,1,1,1,2,NA,NA,1,10,4047,2801
4,48,"Módulos, clínicas u oficinas temporales o móviles",1,2,2,2,2,2,2,2,2,2,0,2,0,120,2,1,1,2,NA,NA,1,10,4047,509
5,48,"Módulos, clínicas u oficinas temporales o móviles",2,2,2,2,2,2,2,1,2,2,0,2,0,120,5,1,1,2,NA,NA,3,6,4047,509
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,1,2,2,0,1,30,90,3,2,1,2,NA,NA,2,8,4047,764
2,48,"Banco, supermercado, tiendas o farmacias",2,2,2,2,2,2,2,2,2,2,0,0,5,5,2,1,1,2,NA,NA,2,9,4047,1910
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,1,1,2,1,1,1,1,0,7,0,420,6,6,1,1,1,3,6,1,4047,382
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,1,1,1,2,2,2,1,1,0,2,0,120,6,6,2,1,1,1,6,1,4047,382
19,48,Líneas de atención telefónica,3,3,3,3,3,2,3,3,3,2,0,0,5,5,2,2,1,2,NA,NA,2,9,4047,382
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,1,3,3,3,0,0,1,1,1,NA,1,2,NA,NA,1,10,4047,1146
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,1,1,2,2,2,2,2,0,3,0,180,5,5,1,2,NA,NA,4,4,4047,127
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,1,1,1,1,2,2,2,0,2,0,120,2,2,1,2,NA,NA,4,5,4047,255
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,2,2,2,0,3,0,180,6,2,1,1,2,NA,3,6,4047,382
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,2,2,2,0,2,0,120,4,2,1,2,NA,NA,2,8,4047,127
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,15,15,1,2,1,2,NA,NA,1,10,3977,4195
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,40,40,1,1,1,2,NA,NA,3,7,3977,381
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,51,51,1,3,1,2,NA,NA,3,7,3977,381
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,1,2,2,2,2,2,2,2,2,0,0,5,5,1,1,1,2,NA,NA,1,10,3978,4930
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,2,2,2,0,0,10,10,2,2,1,2,NA,NA,1,10,3978,4930
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,2,2,2,0,0,10,10,2,2,1,2,NA,NA,1,10,3978,493
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,2,2,2,2,2,2,2,2,2,0,1,0,60,5,2,1,2,NA,NA,2,8,3978,493
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,20,20,1,1,1,2,NA,NA,1,10,3978,493
2,48,Cajero automático o kiosco inteligente,2,2,2,2,2,2,2,2,2,2,0,0,3,3,2,NA,1,2,NA,NA,4,5,3978,7395
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,12,12,2,3,1,2,NA,NA,4,5,3978,740
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,20,20,2,2,1,2,NA,NA,4,5,3978,740
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,9,3978,493
2,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,2,2,2,2,2,0,0,30,30,5,5,1,1,2,NA,3,7,3979,1340
9,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,2,2,2,2,2,0,0,30,30,2,2,1,2,NA,NA,2,8,3979,134
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,10,10,1,NA,1,2,NA,NA,1,10,3979,6701
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,2,2,2,2,2,0,1,30,90,2,2,1,2,NA,NA,2,9,3979,670
5,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,2,2,2,2,2,0,6,0,360,6,1,1,1,2,NA,4,4,3979,670
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,3979,670
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,2,0,120,2,2,1,2,NA,NA,2,8,3979,670
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,1,0,60,2,2,1,2,NA,NA,2,8,3979,670
19,48,Líneas de atención telefónica,3,3,3,3,3,1,3,3,3,2,0,1,30,90,5,5,1,2,NA,NA,5,2,3979,670
7,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,2,2,2,2,2,0,0,30,30,6,6,1,1,2,NA,6,1,3979,536
8,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",1,1,2,2,2,2,2,2,2,2,0,2,0,120,3,3,1,2,NA,NA,2,8,3979,536
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,1,2,2,2,2,1,2,0,0,30,30,3,2,1,2,NA,NA,2,8,3980,833
2,48,"Internet (página web, aplicaciones de celular, tablet, etcétera.)",3,3,3,3,3,3,2,3,3,3,0,0,4,4,2,NA,1,2,NA,NA,2,8,3980,1665
4,48,"Instalaciones de gobierno (oficinas, tesorería, hospital, etcétera.)",2,2,2,2,2,2,2,2,2,2,0,0,15,15,1,1,1,2,NA,NA,1,10,3980,167
